-118.649,178.516
-116.769,197.356
-114.702,215.809
-112.453,233.853
-110.025,251.473
-107.423,268.659
-104.652,285.403
-101.715,301.693
-98.618,317.512
-95.365,332.838
-91.961,347.647
-88.412,361.917
-84.723,375.631
-80.899,388.780
-76.947,401.359
-72.872,413.361
-68.680,424.778
-64.377,435.592
-59.968,445.775
-55.461,455.294
-50.862,464.114
-46.179,472.204
-41.418,479.537
-36.588,486.093
-31.696,491.852
-26.751,496.797
-21.760,500.908
-16.733,504.168
-11.677,506.557
-6.602,508.061
-1.516,508.678
3.572,508.409
8.652,507.267
13.717,505.269
18.758,502.429
23.766,498.765
28.733,494.289
33.652,489.011
38.513,482.941
43.310,476.084
48.035,468.450
52.679,460.053
57.236,450.913
61.698,441.056
66.057,430.512
70.308,419.309
74.443,407.480
78.458,395.052
82.344,382.053
86.099,368.506
89.715,354.432
93.187,339.852
96.512,324.784
99.683,309.243
102.696,293.246
105.548,276.810
108.233,259.952
110.747,242.690
113.086,225.041
115.248,207.022
117.227,188.653
119.021,169.957
120.626,150.961
122.040,131.694
123.260,112.188
124.284,92.474
125.109,72.582
125.735,52.546
126.160,32.398
126.383,12.174
126.404,-8.091
126.222,-28.361
125.837,-48.600
125.250,-68.769
124.461,-88.826
123.473,-108.730
122.287,-128.436
120.904,-147.903
119.329,-167.089
117.563,-185.957
115.609,-204.479
113.473,-222.629
111.157,-240.392
108.665,-257.755
106.002,-274.707
103.171,-291.233
100.177,-307.317
97.025,-322.933
93.718,-338.054
90.264,-352.650
86.665,-366.698
82.930,-380.178
79.062,-393.077
75.068,-405.388
70.954,-417.101
66.726,-428.203
62.390,-438.678
57.952,-448.500
53.420,-457.644
48.800,-466.083
44.098,-473.796
39.324,-480.766
34.483,-486.980
29.584,-492.426
24.635,-497.091
19.642,-500.959
14.615,-504.010
9.562,-506.226
4.491,-507.591
-0.590,-508.095
-5.671,-507.734
-10.744,-506.511
-15.801,-504.431
-20.833,-501.500
-25.831,-497.725
-30.788,-493.108
-35.693,-487.655
-40.541,-481.374
-45.321,-474.275
-50.026,-466.375
-54.648,-457.697
-59.180,-448.266
-63.614,-438.114
-67.942,-427.274
-72.159,-415.780
-76.258,-403.667
-80.233,-390.967
-84.077,-377.708
-87.787,-363.913
-91.356,-349.604
-94.779,-334.797
-98.052,-319.506
-101.169,-303.745
-104.126,-287.528
-106.920,-270.871
-109.544,-253.789
-111.995,-236.299
-114.270,-218.421
-116.364,-200.175
-118.273,-181.582
-119.995,-162.667
-121.527,-143.458
-122.864,-123.983
-124.006,-104.272
-124.950,-84.357
