93.961,-121.503
92.670,-136.606
91.229,-151.544
89.639,-166.294
87.903,-180.833
86.023,-195.132
84.000,-209.155
81.840,-222.864
79.543,-236.220
77.115,-249.182
74.560,-261.720
71.881,-273.810
69.083,-285.435
66.172,-296.584
63.152,-307.248
60.027,-317.418
56.803,-327.085
53.485,-336.238
50.079,-344.859
46.588,-352.928
43.020,-360.423
39.380,-367.319
35.674,-373.600
31.908,-379.253
28.089,-384.273
24.222,-388.656
20.315,-392.404
16.374,-395.517
12.405,-397.992
8.414,-399.824
4.409,-401.003
0.394,-401.519
-3.622,-401.359
-7.633,-400.514
-11.632,-398.982
-15.613,-396.764
-19.567,-393.867
-23.490,-390.299
-27.373,-386.073
-31.211,-381.201
-34.997,-375.698
-38.725,-369.576
-42.389,-362.849
-45.982,-355.527
-49.499,-347.622
-52.935,-339.144
-56.282,-330.104
-59.537,-320.516
-62.693,-310.395
-65.745,-299.759
-68.688,-288.626
-71.517,-277.017
-74.228,-264.955
-76.816,-252.466
-79.277,-239.576
-81.608,-226.314
-83.804,-212.706
-85.862,-198.779
-87.779,-184.559
-89.553,-170.072
-91.181,-155.341
-92.660,-140.389
-93.989,-125.238
-95.165,-109.912
-96.187,-94.434
-97.053,-78.826
-97.763,-63.111
-98.316,-47.312
-98.710,-31.451
-98.945,-15.552
-99.021,0.360
-98.937,16.260
-98.695,32.127
-98.295,47.938
-97.737,63.676
-97.021,79.323
-96.150,94.865
-95.124,110.287
-93.944,125.571
-92.613,140.697
-91.130,155.644
-89.500,170.388
-87.723,184.903
-85.802,199.162
-83.739,213.131
-81.539,226.779
-79.204,240.069
-76.738,252.966
-74.145,265.443
-71.429,277.479
-68.595,289.059
-65.648,300.175
-62.591,310.817
-59.431,320.976
-56.172,330.639
-52.819,339.788
-49.376,348.399
-45.851,356.443
-42.247,363.893
-38.573,370.720
-34.833,376.904
-31.035,382.430
-27.184,387.289
-23.289,391.476
-19.355,394.987
-15.389,397.819
-11.398,399.969
-7.390,401.432
-3.370,402.204
0.654,402.276
4.676,401.645
8.687,400.310
12.682,398.279
16.653,395.567
20.593,392.193
24.497,388.177
28.357,383.539
32.167,378.299
35.923,372.475
39.617,366.083
43.244,359.136
46.800,351.641
50.277,343.607
53.672,335.038
56.978,325.943
60.191,316.327
63.305,306.198
66.315,295.565
69.216,284.440
72.003,272.840
74.673,260.784
77.219,248.293
79.639,235.392
81.927,222.106
84.081,208.462
86.096,194.486
87.970,180.205
89.700,165.645
91.283,150.834
92.717,135.801
93.999,120.573
95.128,105.177
96.103,89.641
96.921,73.992
97.583,58.256
98.086,42.459
98.432,26.625
98.619,10.777
98.647,-5.065
98.518,-20.881
98.230,-36.653
97.785,-52.363
97.183,-67.996
96.425,-83.534
95.512,-98.964
94.445,-114.268
93.226,-129.431
91.857,-144.436
90.338,-159.264
88.671,-173.894
86.860,-188.299
84.905,-202.448
82.811,-216.303
80.579,-229.823
78.214,-242.966
75.720,-255.697
73.100,-267.989
70.360,-279.821
67.504,-291.181
64.537,-302.060
61.463,-312.450
58.288,-322.345
55.016,-331.732
51.653,-340.596
48.204,-348.917
44.675,-356.670
41.071,-363.833
37.398,-370.388
33.663,-376.322
29.872,-381.631
26.030,-386.314
22.145,-390.372
18.223,-393.803
14.269,-396.604
10.291,-398.766
6.294,-400.279
2.285,-401.127
-1.729,-401.298
-5.741,-400.779
-9.744,-399.566
-13.732,-397.659
-17.697,-395.066
-21.633,-391.798
-25.533,-387.869
-29.391,-383.295
-33.199,-378.090
-36.953,-372.266
-40.645,-365.835
-44.269,-358.807
-47.821,-351.192
-51.293,-342.999
-54.681,-334.238
-57.978,-324.921
-61.179,-315.061
-64.279,-304.674
-67.273,-293.778
-70.155,-282.392
-72.920,-270.540
-75.565,-258.246
-78.085,-245.534
-80.476,-232.433
-82.734,-218.971
-84.856,-205.177
-86.838,-191.080
-88.677,-176.704
-90.372,-162.073
-91.919,-147.209
-93.316,-132.137
-94.561,-116.880
-95.653,-101.462
-96.591,-85.906
-97.372,-70.234
-97.995,-54.471
-98.461,-38.638
-98.768,-22.759
-98.916,-6.858
-98.905,9.044
-98.735,24.923
-98.407,40.757
-97.920,56.525
-97.276,72.210
-96.476,87.793
-95.520,103.258
