-46.653,110.363
-45.510,118.158
-44.289,125.800
-42.994,133.276
-41.624,140.577
-40.182,147.686
-38.670,154.591
-37.090,161.273
-35.445,167.714
-33.736,173.895
-31.967,179.792
-30.140,185.382
-28.259,190.641
-26.327,195.544
-24.348,200.070
-22.326,204.195
-20.264,207.901
-18.168,211.177
-16.041,214.017
-13.888,216.423
-11.712,218.404
-9.520,219.970
-7.313,221.133
-5.097,221.907
-2.875,222.305
-0.651,222.336
1.572,222.009
3.789,221.331
5.998,220.308
8.196,218.944
10.377,217.243
12.540,215.205
14.681,212.828
16.797,210.112
18.884,207.056
20.938,203.659
22.957,199.920
24.936,195.838
26.874,191.417
28.765,186.658
30.607,181.566
32.396,176.150
34.130,170.421
35.805,164.388
37.418,158.067
38.966,151.468
40.447,144.609
41.858,137.503
43.197,130.168
44.461,122.619
45.649,114.873
46.759,106.946
47.788,98.854
48.736,90.612
49.601,82.237
50.381,73.742
51.075,65.139
51.683,56.440
52.204,47.658
52.637,38.807
52.980,29.903
53.235,20.960
53.400,11.995
53.475,3.026
53.460,-5.932
53.356,-14.865
53.163,-23.760
52.881,-32.605
52.511,-41.387
52.053,-50.096
51.509,-58.720
50.879,-67.250
50.164,-75.676
49.365,-83.990
48.484,-92.182
47.521,-100.246
46.479,-108.174
45.358,-115.958
44.160,-123.588
42.886,-131.054
41.539,-138.344
40.119,-145.445
38.630,-152.343
37.072,-159.021
35.449,-165.462
33.763,-171.647
32.017,-177.556
30.212,-183.165
28.353,-188.452
26.443,-193.392
24.485,-197.967
22.484,-202.156
20.442,-205.946
18.365,-209.325
16.256,-212.288
14.119,-214.835
11.959,-216.971
9.780,-218.703
7.585,-220.041
5.379,-220.995
3.165,-221.575
0.947,-221.793
-1.271,-221.658
-3.486,-221.178
-5.694,-220.359
-7.893,-219.203
-10.078,-217.710
-12.247,-215.878
-14.396,-213.706
-16.521,-211.189
-18.620,-208.324
-20.688,-205.109
-22.722,-201.542
-24.719,-197.620
-26.674,-193.345
-28.586,-188.717
-30.449,-183.740
-32.260,-178.421
-34.017,-172.769
-35.716,-166.797
-37.353,-160.518
-38.926,-153.946
-40.432,-147.095
-41.868,-139.981
-43.232,-132.624
-44.520,-125.040
-45.732,-117.247
-46.865,-109.264
-47.918,-101.108
-48.888,-92.801
-49.774,-84.361
-50.575,-75.805
-51.290,-67.147
-51.918,-58.402
-52.458,-49.582
-52.909,-40.699
-53.272,-31.765
-53.545,-22.793
-53.728,-13.796
-53.821,-4.787
-53.823,4.218
-53.736,13.207
-53.559,22.166
-53.293,31.081
-52.938,39.937
-52.494,48.723
-51.963,57.425
-51.346,66.033
-50.643,74.536
-49.855,82.926
-48.984,91.194
-48.031,99.331
-46.997,107.329
-45.884,115.182
-44.694,122.882
-43.427,130.419
-42.085,137.783
-40.671,144.960
-39.186,151.936
-37.632,158.694
-36.012,165.216
-34.328,171.482
-32.583,177.472
-30.779,183.163
-28.919,188.531
-27.008,193.553
-25.048,198.206
-23.044,202.467
-20.999,206.319
-18.918,209.746
-16.804,212.744
-14.663,215.310
-12.498,217.449
-10.314,219.168
-8.114,220.474
-5.904,221.381
-3.687,221.901
-1.466,222.048
0.754,221.833
2.970,221.264
5.179,220.350
7.377,219.095
9.561,217.503
11.728,215.577
13.873,213.317
15.994,210.722
18.087,207.792
20.150,204.526
22.178,200.922
24.168,196.981
26.117,192.703
28.022,188.089
29.879,183.144
31.685,177.875
33.437,172.291
35.131,166.403
36.765,160.220
38.335,153.757
39.840,147.028
41.276,140.045
42.641,132.825
43.932,125.382
45.148,117.734
46.287,109.897
47.346,101.888
48.325,93.723
49.221,85.413
50.033,76.971
50.760,68.411
51.401,59.748
51.955,50.995
52.421,42.170
52.799,33.289
53.087,24.368
53.286,15.422
53.395,6.463
53.415,-2.496
53.345,-11.440
53.186,-20.356
52.938,-29.229
52.602,-38.043
52.177,-46.787
51.666,-55.448
51.069,-64.017
50.386,-72.485
49.619,-80.843
48.769,-89.081
47.837,-97.192
46.825,-105.166
45.734,-112.994
44.565,-120.667
43.321,-128.178
42.002,-135.518
40.610,-142.679
39.148,-149.647
37.617,-156.406
36.020,-162.937
34.358,-169.219
32.636,-175.232
30.854,-180.953
29.016,-186.358
27.127,-191.423
25.188,-196.126
23.204,-200.447
21.179,-204.371
19.117,-207.886
17.021,-210.985
14.897,-213.669
12.748,-215.940
10.578,-217.805
8.392,-219.274
6.193,-220.357
3.985,-221.066
1.771,-221.412
-0.444,-221.405
-2.657,-221.053
-4.865,-220.362
-7.064,-219.336
-9.251,-217.976
-11.423,-216.283
-13.577,-214.254
-15.708,-211.885
-17.815,-209.171
-19.892,-206.107
-21.937,-202.687
-23.946,-198.911
-25.915,-194.779
-27.841,-190.295
-29.721,-185.461
-31.550,-180.283
-33.327,-174.769
-35.046,-168.928
-36.705,-162.772
-38.301,-156.314
-39.831,-149.569
-41.293,-142.555
-42.682,-135.288
-43.998,-127.788
-45.238,-120.075
-46.400,-112.167
-47.482,-104.081
-48.482,-95.835
-49.398,-87.445
-50.230,-78.925
-50.977,-70.290
-51.636,-61.556
-52.208,-52.738
-52.691,-43.852
-53.085,-34.915
-53.389,-25.942
-53.604,-16.948
-53.728,-7.947
-53.763,1.049
-53.707,10.028
-53.562,18.976
-53.328,27.880
-53.005,36.727
-52.593,45.505
-52.094,54.204
-51.509,62.813
-50.838,71.324
-50.083,79.726
-49.244,88.009
-48.322,96.167
-47.320,104.192
-46.239,112.074
-45.079,119.804
-43.843,127.373
-42.531,134.770
-41.147,141.986
-39.692,149.011
-38.167,155.830
-36.575,162.428
-34.918,168.787
-33.199,174.882
-31.421,180.693
-29.586,186.193
-27.697,191.359
-25.758,196.166
-23.774,200.593
-21.746,204.618
-19.681,208.224
